jvm;options;iteration;exitcode;duration;DRAM;CPU
20.2.0.r11-grl; -XX:ParallelGCThreads=1;3;0;17741368;251911165;1093197701
20.2.0.r11-grl; -XX:ConcGCThreads=1;3;0;17351345;245562200;1054726853
20.2.0.r11-grl; -XX:+DisableExplicitGC;3;0;17883921;250909856;1087555382
20.2.0.r11-grl; -XX:+UseParallelGC;3;0;17964405;259874784;1142047491
20.2.0.r11-grl; -XX:+UseParallelOldGC;3;0;18164703;258182558;1118449528
20.2.0.r11-grl; -XX:MaxGCPauseMillis=5000 -XX:GCTimeRatio=2;3;0;17504184;248401895;1081703224
15.0.1.j9-adpt; -Xgc:concurrentScavenge;3;0;20654707;293957737;1287933897
15.0.1.j9-adpt; -Xgc:scvNoAdaptiveTenure;3;0;17776518;252610467;1114364639
15.0.1.j9-adpt; -Xgcpolicy:balanced;3;0;29253029;410940359;1755866904
15.0.1.j9-adpt; -Xgcpolicy:gencon;3;0;18677163;263820241;1152857339
15.0.1.j9-adpt; -Xgcpolicy:metronome;3;0;31060259;426164378;1865511948
15.0.1.j9-adpt; -Xgcpolicy:nogc;3;0;21227044;299075266;1305039322
15.0.1.j9-adpt; -Xgcpolicy:optavgpause;3;0;20753541;297585811;1296774938
15.0.1.j9-adpt; -Xgcpolicy:optthruput;3;0;20609428;288623039;1305384964
15.0.1-open; -XX:+UseG1GC;3;0;19153635;272095368;1181036222
15.0.1-open; -XX:ParallelGCThreads=5;3;0;17659069;249012136;1085236540
15.0.1-open; -XX:ConcGCThreads=5;3;0;18773436;264131627;1148658620
15.0.1-open; -XX:ParallelGCThreads=1;3;0;19164026;267832267;1183764915
15.0.1-open; -XX:ConcGCThreads=1;3;0;17905239;251718476;1089819597
15.0.1-open; -XX:+DisableExplicitGC;3;0;17613850;251039371;1107513339
15.0.1-open; -XX:+UseParallelGC;3;0;18027144;254599068;1085054229
15.0.1-open; -XX:+UseParallelOldGC;3;0;18341624;261477719;1132921234
15.0.1-open; -XX:+UseSerialGC;3;0;19339779;273698808;1158092860
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+UseEpsilonGC -XX:+AlwaysPreTouch;3;0;18766144;268971873;1142635136
16.0.0.j9-adpt;default;4;0;20490006;292281928;1281578689
16.0.0.hs-adpt;default;4;0;17901815;252769893;1104192242
11.0.11.j9-adpt;default;4;0;19752158;278217892;1182795251
11.0.11.hs-adpt;default;4;0;19633189;274109124;1166561833
