jvm;options;iteration;exitcode;duration;DRAM;CPU
8.0.292.hs-adpt;default;4;0;58348224;777599015;2460601733
8.0.282.j9-adpt;default;4;0;63305625;845457512;2697270743
8.0.282.hs-adpt;default;4;0;58299177;778895567;2422138575
11.0.9.4-albba;default;4;0;39326192;523414913;1671118708
8.5.5-albba;default;4;0;39280871;521462602;1673016225
16.0.1.9.1-amzn;default;4;0;58305472;780627404;2476154855
16.0.0.36.1-amzn;default;4;0;58157865;775932584;2470360925
15.0.2.7.1-amzn;default;4;0;57605292;769759372;2450082046
11.0.11.9.1-amzn;default;4;0;58279678;778577695;2499012768
11.0.10.9.1-amzn;default;4;0;58091185;774997815;2477342535
